"ordinal","id","title","date","concepts","paperRoutes"
"3389","68414053-a65f-59e3-8ee9-c5dc88b9b386","萌","2021-04-18","事实与证据;信用与信任;爱与回应;边界与许可;照料与家庭;权力与异议;心理与主体;性别与身体","03;04;05;06;07;08;09;12;14;16;17;18"
"3390","d51d46f6-6ab8-56af-b24a-95f5656705c5","参考文献","2021-04-18","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;劳动与组织;技术与工程","02;03;06;07;08;09;10;12;13;16;17;18;32;33"
"3391","41c47afa-ca71-5905-924e-bc87c5a24f35","陌生宗教","2021-04-18","定义与达意;选择与自由;文明与历史;宗教与自然法","02;07;09;11;13;15;16;17;18;31;32;33"
"3392","bd13b869-37f3-5f25-9575-ef0c127fa0a2","养老金耗尽","2021-04-18","能力与学习;责任与后果;成本与总账;劳动与组织;财富与市场;法律与秩序","02;03;06;07;08;10;12;13;18"
"3393","b4a0c88b-caab-5e27-9f2d-21b386b67065","忠与叛","2021-04-17","事实与证据;选择与自由;成本与总账;法律与秩序;权力与异议;文明与历史;心理与主体","02;03;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3394","bc382c56-6be1-54f7-bea3-b7ecdbb075c4","自视","2021-04-17","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;照料与家庭;权力与异议;文明与历史;人工智能与机器;心理与主体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;28;29;31;32;33"
"3395","eefce09c-48c7-5fc4-b0f1-a093a7338ce4","合谁的理","2021-04-16","事实与证据;定义与达意;能力与学习;选择与自由;爱与回应","02;04;05;07;08;09;13;14;16;17;18"
"3396","98e8a2f8-4663-5f66-b1a3-c7a1b1984bc3","文科生","2021-04-16","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;照料与家庭;劳动与组织;法律与秩序;技术与工程;文明与历史;民族与身份;生态与自然","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;25;27;31;32;33"
"3397","7a5b2d93-d758-5835-b2cb-af42e6b823e4","用心写","2021-04-15","定义与达意;能力与学习;责任与后果;成本与总账;劳动与组织;财富与市场;文明与历史;心理与主体;性别与身体","02;03;05;06;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3398","68ccaf4f-827d-5e61-a89c-bf5e0ef9cdb0","责任感","2021-04-15","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;净输出与不掠夺","02;03;05;06;07;08;09;10;12;13;16;17;18"
"3399","8388b3e4-3b7b-55d7-912b-7a4b06d7aeb5","信仰自由","2021-04-15","事实与证据;定义与达意;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;照料与家庭;劳动与组织;财富与市场;权力与异议;心理与主体;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;13;14;16;17;18"
"3400","91f10208-ccfc-537c-b5b0-52a986fe4575","核污水","2021-04-14","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;净输出与不掠夺;财富与市场;法律与秩序;技术与工程;生态与自然","02;03;05;07;08;09;10;12;13;16;17;18;25;32;33"
"3401","82708956-3f58-59e4-9573-c83339e61ae0","新手","2021-04-13","能力与学习;责任与后果;成本与总账;权力与异议;性别与身体","02;03;05;07;08;10;12;13;14;16;18"
"3402","297fd6b5-5590-5967-ae53-ff3cb003b103","评论冰箱","2021-04-13","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;劳动与组织;财富与市场;权力与异议;技术与工程","02;03;05;06;07;08;09;10;12;13;16;17;18;32;33"
"3403","e1c592d3-dec0-5afe-9497-b5279124745c","祈祷与祝福","2021-04-12","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;心理与主体","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"3404","4ee5b358-51ac-5e7f-9ea9-ee64f2f52eee","三观可塑期","2021-04-11","事实与证据;能力与学习;选择与自由;边界与许可;照料与家庭;法律与秩序;心理与主体;宗教与自然法","02;04;05;07;08;09;11;12;13;14;16;17;18"
"3405","66ecee5f-de6f-5d8e-b57f-1c98e11be210","励志","2021-04-11","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;照料与家庭;法律与秩序","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"3406","f9cc7af1-4188-52ed-9ba9-d9dac0d9c29f","爱的痛苦","2021-04-10","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;权力与异议;技术与工程;心理与主体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"3407","6d07692a-a8ee-5cd8-9fac-12538d39d54e","荤戒","2021-04-10","能力与学习;选择与自由;责任与后果;爱与回应;边界与许可;权力与异议","02;03;04;05;07;08;10;12;13;14;16;18"
"3408","2dcc9aa5-68f6-5cf9-b293-8ead4847eae8","爱的好处","2021-04-09","定义与达意;能力与学习;选择与自由;爱与回应;边界与许可;照料与家庭;劳动与组织;法律与秩序;心理与主体;性别与身体","02;04;05;06;07;08;09;10;12;13;14;16;17;18"
"3409","a147c2b8-a54d-57cc-9558-3449a8dce120","拼命解决","2021-04-09","事实与证据;成本与总账;照料与家庭;法律与秩序","03;04;05;07;08;09;10;12;14;16;17;18"
"3410","12788653-c2e9-522a-ba5a-af7dea16d92d","接受现实","2021-04-08","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;净输出与不掠夺;劳动与组织;权力与异议;文明与历史;心理与主体","02;03;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3411","46e2e525-3f04-5cf5-a11d-1a7c7e2e50ab","“我的资源”","2021-04-07","能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;财富与市场;法律与秩序;技术与工程;文明与历史","02;03;05;06;07;08;10;11;12;13;15;16;17;18;31;32;33"
"3412","0b6f5e29-6980-5b44-b8c9-13da0ff9d4ff","不论大事","2021-04-07","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;照料与家庭;财富与市场;法律与秩序;生态与自然;心理与主体;性别与身体","02;03;04;05;07;08;09;10;12;13;14;16;17;18;25;32"
"3413","c760d4b4-4c9e-5766-8050-11dcfae50b93","坚持感动","2021-04-06","选择与自由;边界与许可;法律与秩序;权力与异议","02;03;05;07;12;16;18"
"3414","3a143486-3bb9-513f-8fed-504a8209236c","以暴制暴","2021-04-06","定义与达意;能力与学习;成本与总账;爱与回应;边界与许可;劳动与组织;法律与秩序;心理与主体","03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"3415","28ea871e-515d-5e0d-8699-cd1af888f664","制赌","2021-04-05","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;照料与家庭;劳动与组织;财富与市场;法律与秩序;文明与历史;心理与主体;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3416","655b3e80-5963-53d4-882f-a561c540d422","神学的课题","2021-04-04","定义与达意;能力与学习;边界与许可;法律与秩序;文明与历史;宗教与自然法","05;07;08;09;11;12;13;15;16;17;18;31;32;33"
"3417","ea9197ca-0a2e-51ee-beeb-ca4773d4a549","持公器","2021-04-03","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;法律与秩序;权力与异议;心理与主体","02;03;06;07;08;09;10;12;13;14;16;17;18"
"3418","94f6ee9b-18ea-516b-b1de-738cb0d20a35","理想","2021-04-03","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;财富与市场;技术与工程;文明与历史;心理与主体;性别与身体","02;03;04;05;06;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3419","4f45fb37-42ce-50b0-bc63-17bb009494ca","加油站","2021-04-03","责任与后果;成本与总账;权力与异议","02;03;07;10;12;18"
"3420","eb0078aa-8b15-5fce-87e0-19ee9ddc54c4","懂事","2021-03-31","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;照料与家庭;劳动与组织;法律与秩序;权力与异议;文明与历史;民族与身份;心理与主体","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;27;31;32;33"
"3421","45d0fb61-6a11-5afd-8554-c4094595d5e3","招工人","2021-03-31","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;照料与家庭;劳动与组织;财富与市场;法律与秩序;技术与工程;文明与历史","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3422","ab700c31-b03b-5053-94ca-26e5c87fa1aa","军政府","2021-03-31","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;劳动与组织;法律与秩序;文明与历史;民族与身份","02;03;06;07;08;09;10;11;12;13;15;16;17;18;27;31;32;33"
"3423","4f24deca-0ca7-5ff3-b124-3dbbf37664d8","品牌","2021-03-30","事实与证据;能力与学习;成本与总账;信用与信任;财富与市场;权力与异议;技术与工程;文明与历史;宗教与自然法","03;06;07;08;09;10;11;12;13;15;17;18;31;32;33"
"3424","5fc52502-95d2-5573-b249-70da97e8742e","中伊25年协议","2021-03-28","责任与后果;法律与秩序;技术与工程","02;03;07;10;12;13;17;18;32;33"
"3425","deb200e0-c374-5825-a63f-aafb3cfb5ebf","“国际巨头”","2021-03-26","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;财富与市场;法律与秩序;技术与工程","02;03;06;07;08;09;10;12;13;17;18;32;33"
"3426","dc23c975-3d08-5c7d-8933-ed6a1c758139","比特币","2021-03-25","定义与达意;能力与学习;成本与总账;财富与市场;法律与秩序;权力与异议;技术与工程;文明与历史","03;07;08;09;10;11;12;13;15;17;18;31;32;33"
"3427","ae30c818-3a51-5652-a11e-71f91cbc9b33","HM","2021-03-25","事实与证据;定义与达意;选择与自由;成本与总账;信用与信任;财富与市场;法律与秩序;权力与异议;技术与工程;文明与历史","02;03;06;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3428","bb09d50d-e515-5ed7-8a7b-987b6c1296c9","挑水果","2021-03-24","定义与达意;选择与自由;财富与市场;性别与身体","02;03;05;07;09;10;13;14;16;17;18"
"3429","f4ee69e7-9b6f-563b-a6b7-3abcef28fe36","商周奴隶制","2021-03-22","定义与达意;责任与后果;劳动与组织;法律与秩序;权力与异议;技术与工程;文明与历史;生态与自然","02;03;06;07;09;10;11;12;13;15;17;18;25;31;32;33"
"3430","9a59d12b-84cd-54df-877a-f07339708884","适合思辨的语言","2021-03-22","定义与达意;能力与学习;成本与总账;法律与秩序;文明与历史;民族与身份","03;07;08;09;10;11;12;13;15;17;18;27;31;32;33"
"3431","56e8024c-986c-569f-af50-5c2965477013","帝国陷阱","2021-03-21","能力与学习;责任与后果;信用与信任;爱与回应;法律与秩序;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18"
"3432","eab37a83-4841-58ce-90d6-8ccb522172f3","优秀与被爱","2021-03-21","能力与学习;选择与自由;爱与回应;权力与异议;技术与工程;心理与主体","02;03;04;05;07;08;12;13;14;16;17;18;32;33"
"3433","41824a1a-d9da-5134-a987-9f10639e2425","同情的资格","2021-03-21","责任与后果;宗教与自然法","02;03;07;10;11;12;18"
"3434","87c24ce9-61ee-534e-8417-fe0b89090e3b","SOP","2021-03-20","定义与达意;能力与学习;选择与自由;成本与总账;信用与信任;权力与异议;技术与工程;生态与自然","02;03;06;07;08;09;10;12;13;16;17;18;25;32;33"
"3435","c6afed4c-3d1b-5df4-8388-494f7d756c13","年号","2021-03-19","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;财富与市场;生态与自然;宗教与自然法","02;03;06;07;08;09;10;11;12;13;17;18;25;32"
"3436","80850573-70f7-589d-bb25-8192b5fda3f1","民主的素质","2021-03-18","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;法律与秩序;文明与历史","02;03;06;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3437","9f8ad892-2a86-50af-87ff-3a420d41040e","上层家庭","2021-03-18","选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;劳动与组织;权力与异议","02;03;04;05;06;07;10;12;13;14;16;18"
"3438","5406e9dd-6092-547e-8250-2b4b0469ea29","跨国风险","2021-03-17","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;财富与市场;法律与秩序;民族与身份","02;03;06;07;08;09;10;12;13;17;18;27;31"
"3439","669447b3-e2fc-5430-a9d0-6603ac02bf98","赞美","2021-03-17","事实与证据;选择与自由;信用与信任;心理与主体","02;03;06;07;08;09;12;14;16;17;18"
"3440","eb5a9db0-8712-530c-870a-c68d28da4f12","原画","2021-03-16","事实与证据;定义与达意;能力与学习;责任与后果;爱与回应;边界与许可;劳动与组织;技术与工程;文明与历史;生态与自然;心理与主体","02;03;04;05;06;08;09;10;11;12;13;14;15;16;17;18;25;31;32;33"
"3441","4f7e63e4-364d-5d12-b771-f70ce29c24cd","辜鸿铭的辫子","2021-03-15","事实与证据;定义与达意;能力与学习;爱与回应;文明与历史;民族与身份;心理与主体","04;05;08;09;11;12;13;14;15;16;17;18;27;31;32;33"
"3442","4e7ea5d1-018f-5e57-839c-f91e3065007d","自然法","2021-03-14","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;法律与秩序;人工智能与机器;性别与身体;宗教与自然法","02;03;05;07;08;09;10;11;12;13;14;16;17;18;28;29;33"
"3443","6394ed80-87a6-5672-be17-6c14abfad7e0","假面","2021-03-14","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;劳动与组织;权力与异议;文明与历史;心理与主体","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3444","23d38351-f5ed-57a8-9bf4-767f414b2668","永远忐忑","2021-03-13","定义与达意;能力与学习;选择与自由;责任与后果;爱与回应;边界与许可;照料与家庭;权力与异议;心理与主体;宗教与自然法","02;03;04;05;07;08;09;10;11;12;13;14;16;17;18"
"3445","a09de2e3-d992-544b-af65-ff83853f64c5","AI模拟","2021-03-13","成本与总账;技术与工程;人工智能与机器;心理与主体","03;08;10;13;14;17;18;28;29;32;33"
"3446","00f9eb3c-8604-5d96-8324-d25c8798d005","袁崇焕","2021-03-13","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;法律与秩序;权力与异议;文明与历史","02;03;06;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3447","5d1eba64-f094-5f1c-8c13-b93de47d0c82","教育家","2021-03-12","定义与达意;能力与学习;责任与后果;成本与总账;劳动与组织;财富与市场;法律与秩序;权力与异议;文明与历史;宗教与自然法","02;03;06;07;08;09;10;11;12;13;15;17;18;31;32;33"
"3448","0af76841-1409-5d18-af83-050cdb72bb19","高等教育","2021-03-12","事实与证据;定义与达意;能力与学习;边界与许可;技术与工程;文明与历史;宗教与自然法","05;07;08;09;11;12;13;15;16;17;18;31;32;33"
"3449","fb61d5d3-4e24-56b4-9a64-53d3208bc532","强盗逻辑","2021-03-11","事实与证据;定义与达意;能力与学习;选择与自由;成本与总账;权力与异议;生态与自然;心理与主体","02;03;07;08;09;10;12;13;14;16;17;18;25;32"
"3450","64b86806-35d5-5d11-8c13-cb5aa6ba7648","ta","2021-03-10","定义与达意;选择与自由;责任与后果;法律与秩序;文明与历史;性别与身体","02;03;05;07;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3451","0c2ac588-068e-5031-9108-d72783cbb739","拿身体换","2021-03-10","定义与达意;能力与学习;选择与自由;成本与总账;爱与回应;边界与许可;劳动与组织;财富与市场;法律与秩序;心理与主体;性别与身体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"3452","808c5b72-6cad-51c8-bd4a-65059a0dcbaa","求学","2021-03-08","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;劳动与组织;法律与秩序;权力与异议","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18"
"3453","c1e53f26-7ac3-5b28-8dbd-4bf8472e0033","学与玩","2021-03-07","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;照料与家庭;劳动与组织;财富与市场;文明与历史;性别与身体","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3454","9519155b-40a7-5db2-8946-72dcfb82ee53","批评与赞美","2021-03-07","事实与证据;定义与达意;选择与自由;成本与总账;劳动与组织;法律与秩序;宗教与自然法","02;03;06;07;08;09;10;11;12;13;16;17;18"
"3455","d558794b-3a6b-5cb1-9116-ffbefc45c7a3","幽默与性感","2021-03-07","定义与达意;选择与自由;财富与市场;法律与秩序;权力与异议;性别与身体","02;03;05;07;09;10;12;13;14;16;17;18"
"3456","b4019eab-6291-5e07-ac4d-619557d5371e","安全感","2021-03-06","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;照料与家庭;劳动与组织;财富与市场;法律与秩序;权力与异议;技术与工程;性别与身体;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;13;14;16;17;18;32;33"
"3457","fc4c2513-04ed-5fd1-9762-417c307ca573","吐字不准","2021-03-06","定义与达意;能力与学习;法律与秩序;权力与异议;技术与工程","03;07;08;09;12;13;17;18;32;33"
"3458","60ac2755-9a38-51f5-8c62-43ed7c44ca7a","美国菜","2021-03-04","能力与学习;责任与后果;成本与总账;劳动与组织;财富与市场;技术与工程;生态与自然","02;03;06;08;10;12;13;17;18;25;32;33"
"3459","62737881-4460-566e-878f-f69de643f501","优越感","2021-03-02","定义与达意;能力与学习;成本与总账;心理与主体;宗教与自然法","03;07;08;09;10;11;13;14;17;18"
"3460","8a7bdf9f-2cce-5d55-9210-618cfb05adcb","学好语文","2021-03-02","定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;劳动与组织;权力与异议;技术与工程;生态与自然;心理与主体","02;03;06;07;08;09;10;12;13;14;17;18;25;32;33"
"3461","4d34493f-ab2b-5279-89e4-630e0b103f1c","高等生命","2021-03-02","事实与证据;文明与历史","08;09;11;13;15;17;31;32;33"
"3462","acf8ecc5-34ac-519a-9f98-75da1557fabe","对人类失望","2021-03-02","能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;法律与秩序;心理与主体","02;03;04;05;07;08;10;12;13;14;16;17;18"
"3463","95d56649-1036-5b30-b30e-c5c1c7f93fb4","朋友合伙","2021-03-01","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;财富与市场;法律与秩序;权力与异议;文明与历史;心理与主体","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3464","abaedfb0-ce0d-58da-8021-2b917fc8f021","可以干","2021-03-01","事实与证据;能力与学习;选择与自由;责任与后果;劳动与组织;性别与身体","02;03;05;06;07;08;09;10;12;13;14;16;17;18"
"3465","769c9d9a-20b2-57e8-a61c-2495ed318571","瞧不起","2021-02-28","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;法律与秩序;权力与异议;文明与历史;心理与主体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3466","7cbceef8-001d-557f-8b71-47f48740c588","下药","2021-02-28","事实与证据;定义与达意;能力与学习;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;权力与异议;文明与历史;心理与主体","02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3467","490bc540-4dbb-571f-bfc5-d46bc94fef80","一亿一天","2021-02-28","定义与达意;能力与学习;选择与自由;成本与总账;劳动与组织;财富与市场;法律与秩序;技术与工程;文明与历史","02;03;06;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3468","7b7ab164-85aa-5901-bce4-97a71fe56bbf","校服","2021-02-27","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;照料与家庭;财富与市场;法律与秩序;权力与异议;技术与工程","02;03;04;05;07;08;09;10;12;13;14;16;17;18;32;33"
"3469","4a647263-1ee5-512d-9212-0a20f7e5a595","被害妄想","2021-02-26","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;技术与工程;心理与主体","02;03;04;05;07;08;09;10;12;13;14;16;17;18;32;33"
"3470","39039726-b55b-5847-a311-ebef85f69ffd","等于","2021-02-25","定义与达意","09;17"
"3471","b38dcebe-c8a8-592d-8feb-ee55c68953b4","沙加","2021-02-25","事实与证据;能力与学习;责任与后果;成本与总账;劳动与组织;法律与秩序;文明与历史;性别与身体","02;03;05;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3472","2afb5f2f-3230-51ec-8201-8bcbec611b85","法律漏洞","2021-02-25","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;法律与秩序;技术与工程;文明与历史","02;03;05;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3473","6e68f889-57e6-54ba-b70b-c2cb2d8219bf","制怒","2021-02-24","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;爱与回应;净输出与不掠夺;边界与许可;权力与异议;心理与主体;宗教与自然法","02;03;04;05;06;07;08;09;10;11;12;13;14;16;17;18"
"3474","df5ca875-7c68-56e6-9e36-81f00bdf9d0a","发达国家","2021-02-24","事实与证据;定义与达意;选择与自由;成本与总账;法律与秩序;权力与异议;文明与历史","02;03;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3475","1b4bff20-c904-5105-9fc2-7db46c3af0db","藏书","2021-02-24","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;财富与市场;权力与异议;技术与工程;文明与历史","02;03;05;06;07;08;09;10;11;12;13;15;16;17;18;31;32;33"
"3476","ecfc1be7-86b5-57d6-806d-7a8fcc374949","摆脱贫穷","2021-02-23","事实与证据;定义与达意;能力与学习;成本与总账;信用与信任;边界与许可;照料与家庭;劳动与组织;财富与市场;法律与秩序;权力与异议;技术与工程","03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"3477","36cdf517-b21b-5ddb-8bce-d6df9cb9c771","爱","2021-02-22","事实与证据;定义与达意;能力与学习;选择与自由;信用与信任;爱与回应;文明与历史;民族与身份;人工智能与机器;心理与主体;性别与身体","02;03;04;05;06;07;08;09;11;12;13;14;15;16;17;18;27;28;29;31;32;33"
"3478","22077ac3-d9c9-52df-aec4-7c56d0904671","爱情","2021-02-22","定义与达意;能力与学习;选择与自由;成本与总账;爱与回应;财富与市场;权力与异议;文明与历史;性别与身体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3479","f1f793b0-f204-55c3-86c9-80ae827a5b39","画出问题","2021-02-21","能力与学习;责任与后果;技术与工程;心理与主体","02;03;08;10;12;13;14;17;18;32;33"
"3480","2096448f-0b58-53ed-9ea4-f8a73a46f497","性感","2021-02-21","事实与证据;定义与达意;责任与后果;成本与总账;信用与信任;爱与回应;边界与许可;权力与异议;技术与工程;性别与身体","02;03;04;05;06;07;08;09;10;12;13;14;16;17;18;32;33"
"3481","7ecbefa1-40e3-5c6f-8f38-767532773654","“虐猫权”","2021-02-20","定义与达意;选择与自由;责任与后果;成本与总账;边界与许可;法律与秩序;权力与异议","02;03;05;07;09;10;12;16;17;18"
"3482","9ec2d145-4c5b-580b-a0d1-4e7a418b29ad","智能失业","2021-02-20","定义与达意;能力与学习;选择与自由;成本与总账;信用与信任;边界与许可;财富与市场;法律与秩序;权力与异议;文明与历史;生态与自然;人工智能与机器","02;03;05;06;07;08;09;10;11;12;13;15;16;17;18;25;28;29;31;32;33"
"3483","ad7163e7-30a9-57bc-bc21-a8f1f86c2326","离家打工","2021-02-19","能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;边界与许可;照料与家庭;劳动与组织;法律与秩序;权力与异议;技术与工程;心理与主体","02;03;04;05;06;07;08;10;12;13;14;16;17;18;32;33"
"3484","c52bacbe-7fc3-58c6-a3c7-c75a2565b67d","恋童","2021-02-18","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;爱与回应;边界与许可;照料与家庭;法律与秩序;权力与异议;技术与工程;文明与历史;性别与身体","02;03;04;05;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
"3485","178eaaf6-6266-5cb1-be5e-d0b4615eabe7","光棍问题","2021-02-17","能力与学习;选择与自由;照料与家庭;劳动与组织;财富与市场;权力与异议;文明与历史;心理与主体;性别与身体","02;03;04;05;06;07;08;10;11;12;13;14;15;16;17;18;31;32;33"
"3486","8cad2f25-47ba-5ba3-bf95-0ec2a0bb4be6","埋头苦干","2021-02-16","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;法律与秩序;权力与异议;心理与主体","02;03;06;07;08;09;10;12;13;14;16;17;18"
"3487","30c953b6-0a40-50ac-820d-9c7fe5ade0da","按需分配","2021-02-15","事实与证据;选择与自由;成本与总账;照料与家庭;文明与历史","02;03;04;05;07;08;09;10;11;13;14;15;16;17;18;31;32;33"
"3488","cceb5b68-1fe2-5616-af79-b205288e252e","导演","2021-02-14","定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;劳动与组织;财富与市场;法律与秩序;权力与异议;技术与工程;文明与历史;人工智能与机器;心理与主体","02;03;05;06;07;08;09;10;11;12;13;14;15;16;17;18;28;29;31;32;33"
"3489","533915a4-3685-5503-b6eb-18cf4a8db274","否定女权的父亲","2021-02-14","定义与达意;能力与学习;选择与自由;爱与回应;照料与家庭;权力与异议;心理与主体","02;03;04;05;07;08;09;12;13;14;16;17;18"
"3490","041f957b-8df2-5d73-8f31-e220b94b7792","危险迹象","2021-02-14","选择与自由;责任与后果;成本与总账;生态与自然;心理与主体","02;03;07;08;10;12;13;14;16;17;18;25;32"
"3491","8783122f-d186-5d22-b153-39156b9276fb","上策","2021-02-13","事实与证据;能力与学习;选择与自由;责任与后果;成本与总账;信用与信任;劳动与组织;法律与秩序;技术与工程;文明与历史;人工智能与机器;心理与主体","02;03;06;07;08;09;10;11;12;13;14;15;16;17;18;28;29;31;32;33"
"3492","90f589a9-7515-56e6-98ab-a9d608f152e6","晚景凄凉","2021-02-12","定义与达意;能力与学习;责任与后果;爱与回应;法律与秩序;权力与异议","02;03;04;05;07;08;09;10;12;13;14;16;17;18"
"3493","366ab128-d0ec-5a22-9185-a7be6c9ef61a","进化王","2021-02-12","定义与达意;能力与学习;选择与自由;技术与工程;文明与历史;生态与自然;性别与身体","02;05;07;08;09;11;13;14;15;16;17;18;25;31;32;33"
"3494","de6cd452-d889-59b4-b010-861d24c0cd34","人设指南","2021-02-12","选择与自由;爱与回应;财富与市场","02;03;04;05;07;10;13;14;16;18"
"3495","e31cc6dc-72c9-588c-a77a-b3fa45637bdc","获美","2021-02-11","事实与证据;能力与学习;选择与自由;财富与市场;性别与身体","02;03;05;07;08;09;10;13;14;16;17;18"
"3496","e1153efa-35ef-5348-93e4-ed2f9e7aac75","剥削","2021-02-11","事实与证据;定义与达意;能力与学习;选择与自由;责任与后果;成本与总账;边界与许可;财富与市场;法律与秩序;权力与异议;性别与身体;宗教与自然法","02;03;05;07;08;09;10;11;12;13;14;16;17;18"
"3497","c4d83e89-9a44-5306-b9b5-025c727928e0","正义","2021-02-07","事实与证据;定义与达意;能力与学习;财富与市场;法律与秩序;文明与历史;民族与身份","03;07;08;09;10;11;12;13;15;17;18;27;31;32;33"
"3498","0d1cbdf6-6f5d-5ffa-96f3-d0405ca39650","领导力特征","2021-02-06","定义与达意;能力与学习;选择与自由;劳动与组织;法律与秩序;文明与历史;心理与主体","02;06;07;08;09;10;11;12;13;14;15;16;17;18;31;32;33"
